LGL Constituent ID,Constituent Name,Constituent Type,Contact Type,Prefix,First Name,Last Name,Middle Name,Maiden name,Suffix,Nick Name,Addressee,Annual Report Name,Spouse Name,Spouse Nick Name,Salutation,Alt. Addressee,Alt. Salutation,Honorary Name,Assistant Name,Job Title,Org Name,Groups,Communication Tags,Giving Status,Acknowledgment Preference,Newsletter,Tags,Background Info,Deceased?,Deceased Date,Date Added
944597,L Porter,Individual,Primary,"",Laura,Porter,"","",,"",L Porter,L Porter,"","",L,L Porter,L,L Porter,,"","",,No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944602,Brenda Anderson,Individual,Primary,,Brenda,Anderson,,,,,Brenda Anderson,Brenda Anderson,,,Brenda,Brenda Anderson,Brenda,Brenda Anderson,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944612,Shannon Hubler,Individual,Primary,,Shannon,Hubler,,,,,Shannon Hubler,Shannon Hubler,,,Shannon,Shannon Hubler,Shannon,Shannon Hubler,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944617,Edward Stickle,Individual,Primary,,Edward,Stickle,,,,,Edward Stickle,Edward Stickle,,,Edward,Edward Stickle,Edward,Edward Stickle,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944622,Angela Hoffman,Individual,Primary,,Angela,Hoffman,,,,,Angela Hoffman,Angela Hoffman,,,Angela,Angela Hoffman,Angela,Angela Hoffman,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944627,Suzie Lusk,Individual,Primary,,Suzie,Lusk,,,,,Suzie Lusk,Suzie Lusk,,,Suzie,Suzie Lusk,Suzie,Suzie Lusk,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944632,Bill Ziegler,Individual,Primary,,Bill,Ziegler,,,,,Bill Ziegler,Bill Ziegler,,,Bill,Bill Ziegler,Bill,Bill Ziegler,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944637,Kevin Cole,Individual,Primary,,Kevin,Cole,,,,,Kevin Cole,Kevin Cole,,,Kevin,Kevin Cole,Kevin,Kevin Cole,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944642,Marshall Brunson,Individual,Primary,,Marshall,Brunson,,,,,Marshall Brunson,Marshall Brunson,,,Marshall,Marshall Brunson,Marshall,Marshall Brunson,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944647,Oliver Lang,Individual,Primary,"",Oliver,Lang,"","",,"",Oliver Lang,Oliver Lang,"","",Oliver,Oliver Lang,Oliver,Oliver Lang,,"","",,No valid address,Non Donor,,Subscribe,,can vol 2-3 hours weekly until retirement,No,,2020-03-19
944652,Jason Mann,Individual,Primary,,Jason,Mann,,,,,Jason Mann,Jason Mann,,,Jason,Jason Mann,Jason,Jason Mann,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944657,Pramir KC,Individual,Primary,,Pramir,KC,,,,,Pramir KC,Pramir KC,,,Pramir,Pramir KC,Pramir,Pramir KC,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944662,Lisa Lisa,Individual,Primary,,Lisa,Lisa,,,,,Lisa Lisa,Lisa Lisa,,,Lisa,Lisa Lisa,Lisa,Lisa Lisa,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944667,Jacqui Lazarus,Individual,Primary,,Jacqui,Lazarus,,,,,Jacqui Lazarus,Jacqui Lazarus,,,Jacqui,Jacqui Lazarus,Jacqui,Jacqui Lazarus,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944672,Jim Harb,Individual,Primary,,Jim,Harb,,,,,Jim Harb,Jim Harb,,,Jim,Jim Harb,Jim,Jim Harb,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944677,Ian Heffron,Individual,Primary,,Ian,Heffron,,,,,Ian Heffron,Ian Heffron,,,Ian,Ian Heffron,Ian,Ian Heffron,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944682,Katie Erminger,Individual,Primary,,Katie,Erminger,,,,,Katie Erminger,Katie Erminger,,,Katie,Katie Erminger,Katie,Katie Erminger,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944687,Paula Daniel,Individual,Primary,,Paula,Daniel,,,,,Paula Daniel,Paula Daniel,Tim Daniel,,Paula,Paula Daniel,Paula,Paula Daniel,,,,Mutual tours,,Non Donor,,Subscribe,,,No,,2020-03-19
944692,Rosa Thomas,Individual,Primary,,Rosa & Vaughn,Thomas,,,,,Rosa Thomas,Rosa Thomas,,,Rosa,Rosa Thomas,Rosa,Rosa Thomas,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944697,Gordy Noe,Individual,Primary,"",Gordy,Noe,"","",,"",Gordy Noe,Gordy Noe,"","",Gordy,Gordy Noe,Gordy,Gordy Noe,,President,"Pioneer Heating and Air Conditioning, Inc.",,No valid address;No valid phone,Non Donor,,,,:2020-05-01: former solar customer,No,,2020-03-19
944702,David Metchikoff,Individual,Primary,,David,Metchikoff,,,,,David Metchikoff,David Metchikoff,,,David,David Metchikoff,David,David Metchikoff,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944707,Ernest Miller,Individual,Primary,,Ernest,Miller,,,,,Ernest Miller,Ernest Miller,,,Ernest,Ernest Miller,Ernest,Ernest Miller,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944712,Martin Bauer,Individual,Primary,,Martin,Bauer,,,,,Martin Bauer,Martin Bauer,,,Martin,Martin Bauer,Martin,Martin Bauer,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944717,Aley Sasport,Individual,Primary,,Aley,Sasport,,,,,Aley Sasport,Aley Sasport,,,Aley,Aley Sasport,Aley,Aley Sasport,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944722,Kathy McGinnis-Craft,Individual,Primary,,Kathy,McGinnis-Craft,,,,,Kathy McGinnis-Craft,Kathy McGinnis-Craft,,,Kathy,Kathy McGinnis-Craft,Kathy,Kathy McGinnis-Craft,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944727,Jonathan Dawes,Individual,Primary,,Jonathan,Dawes,,,,,Jonathan Dawes,Jonathan Dawes,,,Jonathan,Jonathan Dawes,Jonathan,Jonathan Dawes,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944732,Craig Stuesse,Individual,Primary,,Craig,Stuesse,,,,,Craig Stuesse,Craig Stuesse,,,Craig,Craig Stuesse,Craig,Craig Stuesse,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944737,Meghan Moody,Individual,Primary,,Meghan,Moody,,,,,Meghan Moody,Meghan Moody,,,Meghan,Meghan Moody,Meghan,Meghan Moody,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944742,Shandie Howell,Individual,Primary,,Shandie,Howell,,,,,Shandie Howell,Shandie Howell,,,Shandie,Shandie Howell,Shandie,Shandie Howell,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944747,Doug Whitted,Individual,Primary,,Doug,Whitted,,,,,Doug Whitted,Doug Whitted,,,Doug,Doug Whitted,Doug,Doug Whitted,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944752,Barbara Franks,Individual,Primary,,Barbara,Franks,,,,,Barbara Franks,Barbara Franks,,,Barbara,Barbara Franks,Barbara,Barbara Franks,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944757,Dan Zimmerman,Individual,Primary,,Dan,Zimmerman,,,,,Dan Zimmerman,Dan Zimmerman,,,Dan,Dan Zimmerman,Dan,Dan Zimmerman,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944762,Maria Valerio,Individual,Primary,,Maria,Valerio,,,,,Maria Valerio,Maria Valerio,,,Maria,Maria Valerio,Maria,Maria Valerio,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944767,Greg Johnson,Individual,Primary,,Greg,Johnson,,,,,Greg Johnson,Greg Johnson,,,Greg,Greg Johnson,Greg,Greg Johnson,,,,,No valid address;No valid phone,Non Donor,,Subscribe,prospect,":2020-07-27: old email address.  mokutla@bellsouth.net

I need to get involved, can I please have my email changed to mokutla@gmail.com I live in vestal and have a small farm.
I hope to join y'all on some Saturday work days soon.

Greg Johnson",No,,2020-03-19
944772,Donna Snyder,Individual,Primary,,Donna,Snyder,,,,,Donna Snyder,Donna Snyder,,,Donna,Donna Snyder,Donna,Donna Snyder,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944777,David White,Individual,Primary,,David,White,,,,,David White,David White,,,David,David White,David,David White,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944782,Wesley Steese,Individual,Primary,,Wesley,Steese,,,,,Wesley Steese,Wesley Steese,,,Wesley,Wesley Steese,Wesley,Wesley Steese,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944787,Tammy,Individual,Primary,,Tammy,,,,,,Tammy,Tammy,,,Tammy,Tammy,Tammy,Tammy,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,"
naturescrossinghandb <naturescrossinghandb@yahoo.com>
Jul 29, 2020, 4:37 PM (12 days ago)

to David.Bolt

I was wanting to speak with you about some if the vegetables you have. I am going to start selling sandwiches in the tea store in Market Square. I would prefer local vegetables and was wondering how to go about doing that.

----------
Tammy,

I would love to talk with you,  feel free to give me a call or txt my cell phone.  I'm more response with my phone than with e-mail.

David Bolt
Interim Executive Director / Founder",No,,2020-03-19
944792,Sara Martin,Individual,Primary,,Sara,Martin,,,,,Sara Martin,Sara Martin,,,Sara,Sara Martin,Sara,Sara Martin,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944797,Gail Kenney,Individual,Primary,,Gail,Kenney,,,,,Gail Kenney,Gail Kenney,,,Gail,Gail Kenney,Gail,Gail Kenney,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944802,Brenna Wright,Individual,Primary,,Brenna,Wright,,,,,Brenna Wright,Brenna Wright,,,Brenna,Brenna Wright,Brenna,Brenna Wright,,,,Mutual tours,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944807,Carole Wright,Individual,Primary,,Carole & Bob,Wright,,,,,Carole Wright,Carole Wright,,,Carole,Carole Wright,Carole,Carole Wright,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944812,Susan Hamilton,Individual,Primary,,Susan Lynne,Hamilton,,,,,Susan Hamilton,Susan Hamilton,,,Susan,Susan Hamilton,Susan,Susan Hamilton,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944817,Clayton Cummings,Individual,Primary,,Clayton,Cummings,,,,,Clayton Cummings,Clayton Cummings,,,Clayton,Clayton Cummings,Clayton,Clayton Cummings,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944822,Roger Harb,Individual,Primary,,Roger,Harb,,,,,Roger Harb,Roger Harb,,,Roger,Roger Harb,Roger,Roger Harb,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944832,Chardae Foster,Individual,Primary,,Chardae,Foster,,,,,Chardae Foster,Chardae Foster,,,Chardae,Chardae Foster,Chardae,Chardae Foster,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944837,Rob McGregor,Individual,Primary,,Rob Roy,McGregor,,,,,Rob McGregor,Rob McGregor,,,Rob,Rob McGregor,Rob,Rob McGregor,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944842,Greg Kolbrich,Individual,Primary,,Greg,Kolbrich,,,,,Greg Kolbrich,Greg Kolbrich,,,Greg,Greg Kolbrich,Greg,Greg Kolbrich,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944847,Alice Thornton,Individual,Primary,,Alice,Thornton,,,,,Alice Thornton,Alice Thornton,,,Alice,Alice Thornton,Alice,Alice Thornton,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944852,Peter Emanuel,Individual,Primary,,Peter,Emanuel,,,,,Peter Emanuel,Peter Emanuel,,,Peter,Peter Emanuel,Peter,Peter Emanuel,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944857,Ed Harlan,Individual,Primary,,Ed,Harlan,,,,,Ed Harlan,Ed Harlan,,,Ed,Ed Harlan,Ed,Ed Harlan,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944862,Eric Head,Individual,Primary,,Eric,Head,,,,,Eric Head,Eric Head,,,Eric,Eric Head,Eric,Eric Head,,,,,No valid address;No valid phone,Non Donor,,,,":2020-05-05:  Mailchimp 5
",No,,2020-03-19
944867,Vanassa Workman,Individual,Primary,,Vanassa,Workman,,,,,Vanassa Workman,Vanassa Workman,,,Vanassa,Vanassa Workman,Vanassa,Vanassa Workman,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944872,Amy Haney,Individual,Primary,,Amy,Haney,,,,,Amy Haney,Amy Haney,,,Amy,Amy Haney,Amy,Amy Haney,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944877,Jim DEROPP,Individual,Primary,"",Jim,DeRopp,"","",,"",Jim DEROPP,Jim DeRopp,"","",Jim,Jim DEROPP,Jim,Jim DeRopp,,"","",,No valid address;No valid phone,Non Donor,,Subscribe,,"have done repairs on his solar hot water system
",No,,2020-03-19
944882,Elizabeth Eason,Individual,Primary,,Elizabeth,Eason,,,,,Elizabeth Eason,Elizabeth Eason,,,Elizabeth,Elizabeth Eason,Elizabeth,Elizabeth Eason,,,,,No valid address;No valid phone,Non Donor,,Subscribe,architect,,No,,2020-03-19
944887,Sydney Pedy,Individual,Primary,,Sydney,Pedy,,,,,Sydney Pedy,Sydney Pedy,,,Sydney,Sydney Pedy,Sydney,Sydney Pedy,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944892,David Schultz,Individual,Primary,,David W.,Schultz,,,,,David Schultz,David Schultz,,,David,David Schultz,David,David Schultz,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944897,Donald Adsit,Individual,Primary,,Donald,Adsit,,,,,Donald Adsit,Donald Adsit,,,Donald,Donald Adsit,Donald,Donald Adsit,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944902,Leo Iijima,Individual,Primary,,Leo,Iijima,,,,,Leo Iijima,Leo Iijima,,,Leo,Leo Iijima,Leo,Leo Iijima,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944907,Leslie Cannon,Individual,Primary,,Leslie,Cannon,,,,,Leslie Cannon,Leslie Cannon,,,Leslie,Leslie Cannon,Leslie,Leslie Cannon,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944912,Ashok Parekh,Individual,Primary,,Ashok,Parekh,,,,,Ashok Parekh,Ashok Parekh,,,Ashok,Ashok Parekh,Ashok,Ashok Parekh,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944917,James Gray,Individual,Primary,"",James,Gray,"","",,"",James Gray,James Gray,Carol Gray,"",James,James Gray,James,James Gray,,"","",member-monthly;Staff-past,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944922,Rachel Schlafer-Parton,Individual,Primary,,Rachel,Schlafer-Parton,,,,,Rachel Schlafer-Parton,Rachel Schlafer-Parton,,,Rachel,Rachel Schlafer-Parton,Rachel,Rachel Schlafer-Parton,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944927,Will Kersey,Individual,Primary,,Will,Kersey,,,,,Will Kersey,Will Kersey,,,Will,Will Kersey,Will,Will Kersey,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944932,Sarah Wilbanks,Individual,Primary,,Sarah,Wilbanks,,,,,Sarah Wilbanks,Sarah Wilbanks,,,Sarah,Sarah Wilbanks,Sarah,Sarah Wilbanks,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944937,Susan McCamy,Individual,Primary,,Susan,McCamy,,,,,Susan McCamy,Susan McCamy,,,Susan,Susan McCamy,Susan,Susan McCamy,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944942,david graham,Individual,Primary,,david,graham,,,,,david graham,david graham,,,david,david graham,david,david graham,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944947,Michael Mincey,Individual,Primary,,Michael (chip),Mincey,,,,,Michael Mincey,Michael Mincey,,,Michael,Michael Mincey,Michael,Michael Mincey,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944952,Cline,Individual,Primary,,Cline,,,,,,Cline,Cline,,,Cline,Cline,Cline,Cline,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944957,Ron McConathy,Individual,Primary,,Ron,McConathy,,,,,Ron McConathy,Ron McConathy,,,Ron,Ron McConathy,Ron,Ron McConathy,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944962,Josh Reese,Individual,Primary,,Josh,Reese,,,,,Josh Reese,Josh Reese,,,Josh,Josh Reese,Josh,Josh Reese,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944967,Dwayne Martin,Individual,Primary,,Dwayne,Martin,,,,,Dwayne Martin,Dwayne Martin,,,Dwayne,Dwayne Martin,Dwayne,Dwayne Martin,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944972,Hailey Kraft,Individual,Primary,,Hailey,Kraft,,,,,Hailey Kraft,Hailey Kraft,,,Hailey,Hailey Kraft,Hailey,Hailey Kraft,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944977,Jane Vogt,Individual,Primary,,Jane,Vogt,,,,,Jane Vogt,Jane Vogt,,,Jane,Jane Vogt,Jane,Jane Vogt,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944982,John West,Individual,Primary,,John,West,,,,,John West,John West,,,John,John West,John,John West,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944987,Kari Tesdahl,Individual,Primary,,Kari,Tesdahl,,,,,Kari Tesdahl,Kari Tesdahl,,,Kari,Kari Tesdahl,Kari,Kari Tesdahl,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944992,Susan Schottin,Individual,Primary,,Susan,Schottin,,,,,Susan Schottin,Susan Schottin,,,Susan,Susan Schottin,Susan,Susan Schottin,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
944997,Karen Holst,Individual,Primary,,Karen,Holst,,,,,Karen Holst,Karen Holst,,,Karen,Karen Holst,Karen,Karen Holst,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945002,Tom Key,Individual,Primary,,Tom,Key,,,,,Tom Key,Tom Key,,,Tom,Tom Key,Tom,Tom Key,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945007,Nate Lancaster,Individual,Primary,,Nate,Lancaster,,,,,Nate Lancaster,Nate Lancaster,,,Nate,Nate Lancaster,Nate,Nate Lancaster,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945012,Bethany Orcan,Individual,Primary,,Bethany & Lucas,Orcan,,,,,Bethany Orcan,Bethany Orcan,,,Bethany,Bethany Orcan,Bethany,Bethany Orcan,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945017,Bob McCain,Individual,Primary,,Bob,McCain,,,,,Bob McCain,Bob McCain,,,Bob,Bob McCain,Bob,Bob McCain,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945022,Priscilla Watts,Individual,Primary,,Priscilla,Watts,,,,,Priscilla Watts,Priscilla Watts,,,Priscilla,Priscilla Watts,Priscilla,Priscilla Watts,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945027,Joni Pinker,Individual,Primary,,Joni,Pinker,,,,,Joni Pinker,Joni Pinker,,,Joni,Joni Pinker,Joni,Joni Pinker,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945032,Barry Shumpert,Individual,Primary,,Barry,Shumpert,,,,,Barry Shumpert,Barry Shumpert,,,Barry,Barry Shumpert,Barry,Barry Shumpert,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945037,Hilary Gallogos,Individual,Primary,,Hilary,Gallogos,,,,,Hilary Gallogos,Hilary Gallogos,,,Hilary,Hilary Gallogos,Hilary,Hilary Gallogos,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945042,Antoinette Ertel,Individual,Primary,,Antoinette,Ertel,,,,,Antoinette Ertel,Antoinette Ertel,,,Antoinette,Antoinette Ertel,Antoinette,Antoinette Ertel,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945047,Samantha Mann,Individual,Primary,,Samantha,Mann,,,,,Samantha Mann,Samantha Mann,,,Samantha,Samantha Mann,Samantha,Samantha Mann,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945052,Cole Franz,Individual,Primary,,Cole,Franz,,,,,Cole Franz,Cole Franz,,,Cole,Cole Franz,Cole,Cole Franz,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945057,Gregory Simmons,Individual,Primary,,Gregory R.,Simmons,,,,,Gregory Simmons,Gregory Simmons,,,Gregory,Gregory Simmons,Gregory,Gregory Simmons,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945062,Luciana Bertochi,Individual,Primary,,Luciana,Bertochi,,,,,Luciana Bertochi,Luciana Bertochi,,,Luciana,Luciana Bertochi,Luciana,Luciana Bertochi,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,":2020-05-01: clicked on may newsletter, had never clicked on Mailchimp newsletters
",No,,2020-03-19
945067,Taylor Winkel,Individual,Primary,,Taylor,Winkel,,,,,Taylor Winkel,Taylor Winkel,,,Taylor,Taylor Winkel,Taylor,Taylor Winkel,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945072,Margaret Childress,Individual,Primary,,Margaret,Childress,,,,,Margaret Childress,Margaret Childress,,,Margaret,Margaret Childress,Margaret,Margaret Childress,,,,Mutual tours,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945077,Feng Li,Individual,Primary,,Feng,Li,,,,,Feng Li,Feng Li,,,Feng,Feng Li,Feng,Feng Li,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945082,George Kabalka,Individual,Primary,,George,Kabalka,,,,,George Kabalka,George Kabalka,,,George,George Kabalka,George,George Kabalka,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945087,David Koch,Individual,Primary,,David,Koch,,,,,David Koch,David Koch,,,David,David Koch,David,David Koch,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,,No,,2020-03-19
945092,Abby Thenthiath,Individual,Primary,,Abby,Thenthiath,,,,,Abby Thenthiath,Abby Thenthiath,,,Abby,Abby Thenthiath,Abby,Abby Thenthiath,,,,,No valid address;No valid phone,Non Donor,,Subscribe,,":2020-05-01: clicked on news letter. - July 14th, 2019 last Mailchimp newsletter

",No,,2020-03-19
945097,Devyn Kelly,Individual,Primary,,Devyn,Kelly,,,,,Devyn Kelly,Devyn Kelly,,,Devyn,Devyn Kelly,Devyn,Devyn Kelly,,,,,No valid address,Non Donor,,Subscribe,,,No,,2020-03-19
